class,freq,invalid
haggard,0,0
dung,0,0
disqualify,0,0
daydreaming,0,0
explain,0,0
resurface,0,0
ceramics,1,0
injury,1,0
brief,0,0
Cavaliers,0,0
Politicians,1,0
Gators,0,0
eeyeing,0,0
barre,0,0
Coyote,0,0
resume,0,0
Single,0,0
spun,0,0
pamper,0,0
Edwards,0,0
never,0,0
fear,1,0
fathers,1,0
manufacture,0,0
Community,0,0
showdown,0,0
miniatures,0,0
chrome,0,0
tactical,0,0
hump,0,0
salvation,0,0
Wharf,0,0
forges,0,0
Greenpeace,0,0
Seniors,3,0
alfresco,0,0
attractively,0,0
shortcake,0,0
Mimes,2,0
locations,0,0
pasts,0,0
tacking,0,0
gorges,0,0
Employee,1,0
jokingly,0,0
Someones,1,0
condolences,0,0
fiveteen,0,0
ribbed,0,0
Shotput,0,0
finch,0,0
seahorse,0,0
Mahmoud,0,0
Ahmadinejad,0,0
complicated,0,0
CHINA,0,0
SHIPPING,1,0
99,0,0
Angel,0,0
Acura,0,0
blinded,0,0
threatening,0,0
nozzle,1,0
flare,1,0
inserts,0,0
costa,0,0
electrified,0,0
Dead,0,0
bocce,0,0
grade,0,0
Mallard,0,0
Rustic,0,0
naturally,1,0
potting,0,0
coddled,0,0
picure,0,0
online,1,0
Friend,2,0
sward,0,0
nan,0,0
egde,0,0
Acrobatic,0,0
Bowler,1,0
stork,1,0
Quit,0,0
polynesian,0,0
goatees,2,0
razors,2,0
maracas,2,0
flailing,0,0
sweatshir,0,0
Gladstone,0,0
Larkin,1,1
Thain,0,0
caffeine,0,0
hapily,0,0
Thriller,0,0
Canadians,0,0
rockabilly,0,0
Resident,0,0
organization,0,0
HOMELESS,0,0
ANYTHING,1,0
HELPS,0,0
Facing,0,0
archways,1,0
relection,0,0
Striding,0,0
Chopping,0,0
SOmeone,1,0
disrupting,0,0
dishdashas,0,0
Jays,0,0
pharmacists,0,0
jugging,0,0
LOVE,0,0
basemen,1,0
pickoff,0,0
craftsperson,0,0
nudges,0,0
stoll,0,0
ledger,1,0
dropper,1,0
Exuma,0,0
clumps,0,0
Cleveland,0,0
irish,0,0
barreled,0,0
shotguns,0,0
consist,0,0
constructs,0,0
feild,0,0
request,0,0
unicyclist,0,0
archers,1,0
feminine,0,0
Steph,1,0
loss,0,0
exams,0,0
grownups,4,0
erupt,0,0
hacksaw,0,0
splendid,0,0
drapery,1,0
Pakistani,0,0
lensed,0,0
Fired,0,0
interiors,0,0
blading,0,0
Stripe,0,0
outskirts,0,0
ascent,0,0
Taste,0,0
dragonfly,0,0
potbellied,0,0
Far,0,0
Arrivo,1,1
Ruggers,1,0
idiot,1,0
vacuumed,0,0
samoyads,0,0
Carts,1,0
glam,0,0
E.S.E.,0,0
Electronics,0,0
caterpillar,0,0
burbur,0,0
bedroll,0,0
intent,0,0
gargoyle,1,0
L,0,0
rec,0,0
fronr,0,0
Ramp,1,0
Closed,0,0
Welchs,0,0
hijabs,3,0
unspecified,0,0
pickles,0,0
Image,0,0
PROLOGy,0,0
madly,0,0
coat-,0,0
musher,2,0
slushies,1,1
destroys,0,0
quarry,0,0
artsy,0,0
oakland,0,0
romper,0,0
slaughtered,0,0
agape,0,0
contorted,0,0
storybook,0,0
Think,0,0
lieutenant,0,0
seamstresses,1,0
Andy,3,0
Rodderick,0,0
compositional,0,0
indy,0,0
defying,0,0
nech,0,0
unmade,0,0
throughwindow,1,0
broadcasting,0,0
presentable,0,0
boomerang,0,0
basic,0,0
seconds,4,0
slough,0,0
erasing,0,0
greatest,0,0
overshadows,0,0
seeks,0,0
Trendy,0,0
coarse,0,0
tassels,2,0
Time,0,0
lapse,0,0
crucified,0,0
Bridesmaids,3,0
Taking,0,0
Around,0,0
contestent,0,0
drug,2,0
pepperoni,0,0
fourths,0,0
tripe,1,0
hosed,0,0
diesel,0,0
swallower,0,0
Madrid,0,0
Spokeswomen,0,0
Equadorian,0,0
cultured,0,0
exhibited,0,0
mirroring,0,0
TinkerBell,0,0
title,0,0
cloudless,0,0
Deveraux,1,1
invisible,0,0
Twizzlers,1,0
humanoid,0,0
hatchback,0,0
wooly,0,0
Triathlete,1,0
Costa,1,0
boatful,0,0
Graveyard,0,0
determination,0,0
feverishly,0,0
Warped,0,0
deploying,0,0
negro,0,0
blends,0,0
Redskins,0,0
scare,0,0
draping,0,0
reusable,0,0
spools,0,0
survey,0,0
thorugh,0,0
shoo,0,0
mongoose,0,0
Neck,0,0
peruse,0,0
Flames,1,0
engulf,0,0
Zebra,1,0
Godzilla,0,0
kewpie,0,0
Triumph,0,0
tosser,0,0
draining,0,0
tomatos,1,0
pylons,0,0
schools,0,0
541,0,0
Ann,0,0
buckles,1,0
Brass,0,0
maintained,0,0
crooswalk,0,0
fertilize,0,0
cringes,0,0
whimsically,0,0
pantaloons,0,0
expressively,0,0
metalworking,0,0
commuter,0,0
cavernous,0,0
Connie,1,0
Facial,1,0
Tissues,0,0
exited,0,0
Info,0,0
bitter,0,0
terry,0,0
spearing,0,0
gravestone,0,0
25th,0,0
Longboard,0,0
Classic,0,0
Artwork,2,0
cautiously,0,0
Bloomberg,0,0
torchbearer,0,0
Grease,0,0
spurting,0,0
hollowed,0,0
Fellows,1,0
Reenactment,0,0
waltzing,0,0
Papaya,0,0
loader,1,0
hatless,0,0
Beachgoers,2,0
concentric,0,0
hipster,1,0
mariachis,0,0
fairies,2,0
extensions,0,0
roasts,0,0
publication,0,0
freeword,1,0
togerther,0,0
capped,0,0
burly,0,0
tended,0,0
parakiting,0,0
def,0,0
enjoyment,0,0
obscures,0,0
Lafayette,0,0
handout,0,0
harry,1,0
hosiery,1,0
subcompact,0,0
rescuer,0,0
roofless,0,0
brake,0,0
Zoo,0,0
goblet,1,0
probuilt,0,0
stitched,0,0
hovel,0,0
curlers,3,0
steve,0,0
gourmet,1,0
Securing,0,0
natured,0,0
rabbi,0,0
presentations,0,0
sawhorse,0,0
coronet,0,0
abutment,0,0
stationed,0,0
distored,0,0
successful,0,0
spirited,0,0
worth,0,0
wiffle,0,0
litttle,0,0
omelet,2,0
broadcast,0,0
shedding,0,0
Haul,0,0
coughing,0,0
expert,1,0
unconventional,0,0
birdhouse,0,0
Teller,1,0
rosey,0,0
modest,0,0
percussionist,0,0
shingle,2,0
Dino,0,0
identifiable,0,0
Rockers,1,0
vaulated,0,0
perked,0,0
stamp,0,0
camaraderie,0,0
advertizing,0,0
FUN,0,0
totaled,0,0
promptly,0,0
cider,1,0
Invasion,0,0
blaring,0,0
heritage,0,0
dreds,1,0
resurfacing,0,0
Lucy,1,0
bindi,1,0
refection,0,0
nurturing,0,0
pups,1,0
combining,0,0
resulting,0,0
detained,0,0
ruby,0,0
exaggerated,0,0
Foreman,0,0
pisa,0,0
slug,0,0
foal,2,0
headstand,0,0
manor,1,0
glassess,1,0
adoring,0,0
manuals,1,0
hatred,0,0
SUDAN,0,0
somberly,0,0
berries,2,0
nostrils,3,0
pensively,0,0
dell,0,0
huskies,2,0
snooker,1,0
Veterans,2,0
plump,0,0
exploitation,0,0
wipeout,0,0
suspends,0,0
Total,0,0
motors,0,0
boding,0,0
IL,0,0
PORTO,0,0
adapt,0,0
desperate,0,0
infantile,0,0
diagnostics,0,0
lighten,0,0
cartons,1,0
Aquafina,0,0
SEMBLANCE,0,0
hawking,0,0
colonist,0,0
Ferrell,1,0
wiped,0,0
Manila,0,0
dredging,1,0
ranching,0,0
piggybacking,0,0
disability,0,0
entered,0,0
Nottingham,0,0
peeping,0,0
coolers,9,0
dalmatian,1,0
riverwater,0,0
spoonful,1,0
fumbling,0,0
drama,0,0
shriner,0,0
cathcer,0,0
ands,0,0
furrows,0,0
bounded,0,0
freesbies,1,0
Popping,0,0
airways,0,0
kettlebell,0,0
glassed,0,0
625,0,0
nipples,0,0
peirced,0,0
tremendous,0,0
Stevens,0,0
MotorCycles,0,0
recreates,0,0
Display,0,0
DIO,0,0
manipulates,0,0
inwards,0,0
paired,0,0
Dragon,0,0
escort,0,0
rondel,0,0
Rouleur,0,0
politician,2,0
answering,0,0
wedged,0,0
seawall,0,0
inkwell,0,0
barmaid,0,0
unmanned,0,0
Grocery,0,0
cradle,0,0
gape,0,0
seamen,0,0
embroidery,2,0
dispenses,0,0
ashes,1,0
boombox,0,0
Seems,0,0
brindled,0,0
orchestral,0,0
loincloths,1,0
squeamish,0,0
Photography,0,0
resulted,0,0
valve,0,0
Premier,0,0
Golf,0,0
artistically,0,0
lodged,0,0
Smilling,0,0
congo,0,0
Redbull,0,0
Amazing,0,0
paddler,0,0
unroll,0,0
dangle,0,0
horrible,0,0
lanai,0,0
john,0,0
Chelsea,0,0
perfors,0,0
showered,0,0
finder,0,0
baggies,1,0
gliders,1,0
equpiment,0,0
artisan,1,0
signatures,0,0
soggy,0,0
Th,0,0
shampooing,0,0
Charlotte,0,0
NC,0,0
nightly,0,0
waing,0,0
Grace,2,0
Rottingham,0,0
registers,0,0
KFBK,1,0
Mormon,0,0
missionary,1,0
Vader,2,0
hairstyles,3,0
Cranes,0,0
Selling,0,0
RIF,0,0
ding,0,0
chestnuts,1,0
2.00,0,0
Euros,1,0
snatch,0,0
Ourense,0,0
bold,0,0
relics,1,0
intertwined,0,0
transvestite,2,0
fishnets,1,0
balling,0,0
objectives,0,0
ant,0,0
classwork,1,0
trial,0,0
shire,0,0
firends,0,0
ON,0,0
shantytown,0,0
suckles,0,0
trooper,1,0
Compact,0,0
Coordinated,0,0
tuft,0,0
mulling,0,0
Cinderella,1,0
Pinata,0,0
fooseball,1,0
argues,0,0
cartoonish,0,0
jigsaw,0,0
anticipatory,0,0
Finishing,0,0
wtih,0,0
RNLI,0,0
Heat,0,0
purpose,0,0
Modern,0,0
benefactor,1,0
rotting,1,0
shorthair,0,0
ROADWORK,0,0
AHEAD,1,0
Airline,0,0
barcode,0,0
listeners,2,0
Ballerinas,3,0
sweden,0,0
aggresively,0,0
lonesome,0,0
gasping,0,0
paralleled,0,0
flavored,0,0
collides,0,0
correctly,0,0
Homely,0,0
saddlebags,1,0
NEVER,1,0
SLEEP,0,0
AGAIN,0,0
dungarees,1,0
Anglo,0,0
cinderblock,0,0
chipped,0,0
Pemex,0,0
burner,0,0
craggy,0,0
rampages,0,0
foodstuffs,1,0
disguises,0,0
scrape,0,0
stallions,1,0
busines,0,0
division,0,0
whaler,0,0
gleaning,0,0
Ash,0,0
Wednesday,0,0
sheltered,0,0
swat,0,0
askew,0,0
inventory,0,0
spays,0,0
adequately,0,0
supplied,0,0
vac,0,0
ruin,0,0
halfpipe,0,0
scripture,0,0
parkour,0,0
egged,0,0
strives,0,0
156,0,0
Kabuki,0,0
Poker,0,0
hocking,0,0
Au,0,0
Levain,0,0
D'antan,0,0
powders,0,0
Josh,1,0
jodhpurs,0,0
Sandwich,0,0
grounding,0,0
Camelbak,0,0
intertwining,0,0
climbes,0,0
mere,0,0
devils,0,0
crusaders,0,0
01,0,0
soar,0,0
spark,1,0
apprentices,0,0
needlepoint,1,0
iceskate,0,0
specimens,1,0
herbal,0,0
medicines,0,0
inhabitant,0,0
childing,0,0
Laboratory,0,0
hosts,0,0
waitperson,0,0
ripstik,0,0
packaged,1,0
grooms,0,0
sloths,0,0
fiberglass,0,0
peddlers,0,0
Blouse,0,0
Jeans,1,0
Bench,1,0
framework,0,0
firm,0,0
skimmer,0,0
spheres,0,0
swam,0,0
min,0,0
vasts,0,0
inviting,0,0
tiretracks,1,0
Fort,0,0
Lewis,1,0
mahogany,0,0
jade,0,0
roost,0,0
ankles,1,0
Peaceful,0,0
lengths,0,0
coating,0,0
engines,0,0
fiesty,0,0
illegible,0,0
Extremely,0,0
geometrical,0,0
Abarrotes,0,0
festivals,0,0
headsets,2,0
shrugged,0,0
brightness,0,0
Slim,1,0
escapes,1,0
Rabbits,2,0
TRiomphe,0,0
Puka,0,0
Review,0,0
Tv,1,0
5003,0,0
goofily,0,0
Fireworks,2,0
variously,0,0
rainproof,0,0
choose,0,0
infection,0,0
equipments,0,0
turquiose,0,0
rappel,0,0
cinnamon,1,0
skewed,0,0
barker,0,0
lump,0,0
hy,0,0
headwear,1,0
Slip,0,0
Slide,0,0
melancholic,0,0
overthrown,0,0
searched,0,0
Homeland,0,0
sheperd,0,0
Crayola,0,0
foe,0,0
salutes,0,0
bailing,0,0
Coworkers,1,0
Clowns,2,0
Porta,0,0
Potty,0,0
bits,0,0
DI,0,0
vert,0,0
cartload,0,0
individually,0,0
NO,1,0
NEW,0,0
COAL,0,0
blaze,0,0
dirtracing,0,0
pawn,0,0
policing,0,0
QB,1,0
homey,0,0
fauna,0,0
Polotie,0,0
MTA,0,0
flyovers,0,0
giggle,0,0
staples,0,0
manmade,0,0
shimmery,0,0
moderate,0,0
backflips,1,0
unzipping,0,0
gorillas,3,0
tot,1,0
suzuki,0,0
Huppe,1,0
pistil,1,0
biked,0,0
countless,0,0
cheerfully,0,0
purchased,0,0
SelektMail,1,0
salami,1,0
prosciutto,1,0
dooorway,0,0
printer,2,0
putted,0,0
dragons,1,0
outmaneuver,0,0
voicing,0,0
Catching,0,0
Knights,0,0
Close,0,0
Maritimo,1,0
Damage,0,0
GkickS,0,0
K-9,0,0
20s,0,0
BINGO,0,0
swatted,0,0
defenceman,0,0
Grandmas,0,0
crush,0,0
rehearse,0,0
daffy,0,0
Morton,0,0
Rachofsky,0,0
realtors,0,0
voyage,0,0
kimino,0,0
wight,0,0
shirting,0,0
bombardier,0,0
finally,0,0
eliminate,0,0
baldness,1,0
Burro,0,0
discrimination,0,0
refusing,0,0
employer,0,0
toying,0,0
showy,0,0
teppanyaki,0,0
Inspector,0,0
frost,0,0
DX,1,0
commute,0,0
shoeing,0,0
guessing,0,0
Pomeranian,0,0
references,0,0
graceful,0,0
Purina,0,0
Average,0,0
woodcarver,0,0
reform,0,0
reforms,0,0
filmier,0,0
worshippers,0,0
democrat,0,0
supporters,2,0
Guards,2,0
PlNe,0,0
Elisabeth,0,0
cultivate,0,0
carefree,0,0
Tile,0,0
Aids,0,0
Undressed,0,0
marinara,0,0
catc,0,0
P.I.N.K.,0,0
unaffected,0,0
armful,0,0
Lean,0,0
reversible,0,0
Siblings,0,0
censorship,0,0
wincing,0,0
Double,0,0
Kick,0,0
foliaged,0,0
surges,0,0
compute,0,0
OK,0,0
frisked,0,0
Daniels,0,0
glimmering,0,0
borader,0,0
static,0,0
planning,0,0
lightbulbs,0,0
caroling,0,0
slideshow,1,0
clibbing,0,0
regards,0,0
Gay,1,0
Redhead,2,0
gloriously,0,0
swine,1,0
drained,0,0
bounty,0,0
Muay,0,0
thai,0,0
Crop,0,0
likeness,1,0
pyramids,0,0
FireFighters,1,0
DLP,0,0
Mormons,1,0
starter,0,0
jasmine,1,0
Aladdin,4,4
sloth,0,0
magnet,1,0
bight,0,0
Fayre,0,0
reels,0,0
brickwork,1,0
practiced,0,0
lances,1,0
outplay,0,0
whil,0,0
ciff,0,0
eggplants,1,0
Baskin,0,0
lectern,0,0
commandment,0,0
Bankside,2,0
pastoral,0,0
felicitations,0,0
Drag,0,0
reduce,0,0
muti,0,0
Shriner,0,0
tikes,0,0
fixer,0,0
Snowmobiler,1,0
Wembley,0,0
Stanmore,0,0
succulent,0,0
jaywalking,0,0
sill,0,0
trucker,0,0
biscuits,1,0
Killer,0,0
vike,0,0
pidgin,0,0
lited,0,0
Confederate,1,0
shelters,0,0
Pops,1,0
halves,0,0
precious,0,0
gems,0,0
eyeballing,0,0
sportwoman,0,0
sportman,0,0
Saints,0,0
eaves,1,0
exclaiming,0,0
dachshunds,2,0
dick,0,0
bruna,0,0
huis,0,0
ares,0,0
canines,1,0
specialize,0,0
newsmen,1,0
Superhero,0,0
dairy,0,0
annoyed,0,0
barreling,0,0
suitland,0,0
showgirl,2,0
slanting,0,0
9344,0,0
sporadic,0,0
swishing,0,0
taughter,0,0
hors,2,0
d'oeuvres,0,0
fend,0,0
bling,0,0
wakeboarders,0,0
marigold,1,0
Borders,1,0
Bookstore,1,0
stations,0,0
Parkinson,0,0
slumbers,0,0
unfurling,0,0
GLAAD,0,0
Grownups,1,0
Lassie,0,0
frisbie,0,0
Volkswagon,0,0
pawing,0,0
pinestraw,0,0
civillians,1,0
busstop,0,0
tranquility,0,0
peeled,0,0
gauge,0,0
Heart,1,0
Safe,0,0
Gardener,1,0
blindfolds,2,0
insulated,0,0
unabomber,0,0
7200,0,0
Persons,2,0
rehearsal,0,0
caballero,0,0
rellow,0,0
fraternal,0,0
Craft,0,0
Upside,0,0
bollards,0,0
Goucho,0,0
presenter,1,0
undeterred,0,0
puddled,0,0
sequoia,0,0
discouraged,0,0
rightfully,0,0
faking,0,0
Bored,0,0
Respol,0,0
ls,0,0
Skiing,0,0
centrifugal,0,0
pylon,0,0
Climbing,0,0
Clouds,1,0
Layup,0,0
established,0,0
A1,0,0
windscreen,0,0
deference,0,0
armadillo,0,0
bumpers,1,0
conditioner,1,0
postcard,1,0
butts,1,0
pigtailed,0,0
celebrities,0,0
13406,0,0
tickling,0,0
draperies,1,0
forum,0,0
bodied,0,0
gagnant,0,0
sharpen,0,0
radars,1,0
prepped,0,0
acrouss,0,0
scrapping,0,0
puring,0,0
Al,0,0
Gondolieri,0,0
samll,0,0
downtime,0,0
facefirst,0,0
Marriott,1,0
Marquis,0,0
stein,1,0
Shoes,1,0
jumbo,0,0
geographic,0,0
viewfinders,0,0
Turbaned,0,0
currents,0,0
calibrates,0,0
grond,0,0
clutter,1,0
20th,0,0
anniversary,0,0
eyeing,0,0
dispensers,2,0
Pottery,2,0
goalpost,0,0
forge,0,0
conspicuous,0,0
Drill,0,0
midfield,1,0
suburbs,0,0
95000,0,0
drank,0,0
Converse,0,0
Nutrilite,0,0
Fidel,0,0
Lifesavers,0,0
Ouvert,1,0
haird,0,0
saluted,0,0
charred,0,0
stewardesses,0,0
sprayer,1,0
appalled,0,0
battered,0,0
cobs,0,0
viewable,0,0
rollers,0,0
Hula,0,0
Hoop,0,0
ghost,1,0
busters,0,0
ruts,0,0
senor,0,0
troll,0,0
Graphite,1,1
Catering,1,0
eatable,0,0
cobble,0,0
stoned,0,0
Adolescents,1,0
siberian,0,0
huskie,0,0
fruity,0,0
Nathalie,0,0
DollHouse,0,0
cycler,0,0
Q&A,0,0
sheath,0,0
somber,0,0
sectional,0,0
brash,0,0
wrangled,0,0
disregarding,0,0
shies,0,0
menswear,0,0
liquidation,0,0
onrushing,0,0
junks,1,0
08,0,0
waterproofs,0,0
dapple,0,0
Indie,0,0
overhear,0,0
HOSTEL,0,0
posign,0,0
represents,0,0
expect,0,0
lamas,0,0
charted,0,0
insulation,0,0
railgrind,0,0
alarmedly,0,0
shamisen,0,0
Kurt,2,0
prevents,0,0
stuffs,0,0
AT&T,0,0
Winner,1,0
Flock,0,0
snuggled,0,0
Hardworking,0,0
invites,0,0
Religious,0,0
Orhtophonie,2,0
candied,0,0
referring,0,0
periods,0,0
stanza,0,0
freestyle,0,0
54,0,0
stocks,0,0
peron,0,0
endzone,0,0
GameCube,0,0
Duo,0,0
laboring,0,0
pocketbooks,0,0
griding,0,0
Shaved,0,0
tatted,0,0
dialogue,0,0
rainwater,1,0
Kayaker,4,0
pheasant,1,0
Karts,0,0
fjord,0,0
proprietors,0,0
Kenji,0,0
terminals,0,0
foils,0,0
limousines,1,0
Happily,0,0
Wings,0,0
teachers,3,0
wallas,0,0
Tilted,0,0
weekday,0,0
rodded,0,0
links,0,0
Having,0,0
worst,0,0
needling,0,0
Doneley,0,0
Monday,0,0
Athens,0,0
April,0,0
immediately,0,0
somethings,0,0
tacky,0,0
select,0,0
congress,0,0
dines,0,0
verdant,0,0
spouting,0,0
planking,0,0
Yarmulke,0,0
Selena,1,0
Gomez,0,0
Printer,0,0
alpaca,0,0
PM,0,0
Services,0,0
whack,0,0
mole,0,0
Balck,0,0
enraged,0,0
latina,0,0
sno,0,0
flavor,0,0
Gateway,0,0
Arch,0,0
Pronto,0,0
Pups,0,0
Hamburger,0,0
piggy,0,0
nave,0,0
derbis,0,0
mile,0,0
RoadWork,0,0
Ahead,1,0
pilgrim,0,0
tandom,0,0
biek,0,0
jumpropes,0,0
merrily,0,0
grey,0,0
juicing,0,0
pulses,1,0
Glass,0,0
showcase,0,0
descended,0,0
balm,0,0
Females,4,0
OSHA,0,0
Lays,0,0
raiders,0,0
braves,0,0
unner,0,0
unitard,0,0
gaseous,0,0
churns,0,0
rover,0,0
Menus,1,0
describe,0,0
blenders,2,0
encased,0,0
prepairing,0,0
granular,0,0
vulture,0,0
rein,0,0
borders,0,0
adjustment,0,0
medallion,0,0
awed,0,0
practitioner,0,0
Orca,0,0
seaworld,0,0
Para,0,0
publicly,0,0
sediment,0,0
Ox,0,0
skiny,0,0
popup,1,0
ass,0,0
analyzing,0,0
Bienvenus,0,0
Getting,0,0
skullcap,0,0
bandstand,0,0
pigtail,0,0
swordsman,1,0
thirds,0,0
wasted,0,0
breathes,0,0
airman,0,0
Stunt,0,0
convene,0,0
Boulevard,0,0
suspenseful,0,0
Cab,0,0
pram,2,0
expectantly,0,0
jetskiing,0,0
realize,0,0
foldable,0,0
Canoes,1,0
Parasailer,1,0
shook,0,0
ques,0,0
chosen,0,0
staircases,0,0
furnishings,0,0
timer,0,0
flowerbed,0,0
wonderingly,0,0
monkeys,0,0
spaced,0,0
miners,2,0
Jackie,2,0
Chan,0,0
deceased,0,0
doored,0,0
congratulations,0,0
tatoos,2,0
Ball,1,0
inlet,0,0
hideous,0,0
overseeing,0,0
unorthodox,0,0
bodyboarder,0,0
Nikes,0,0
throught,0,0
graded,0,0
serviced,0,0
veterinarian,1,0
ambra.com,0,0
disagreement,0,0
entrepreneurs,0,0
Orchestral,0,0
seperated,0,0
GIORGIO,0,0
spelled,0,0
mushes,0,0
patriot,1,0
navigation,0,0
Rastafarian,0,0
Seahawks,0,0
Earthen,0,0
favors,0,0
foreheads,0,0
brackets,0,0
Disease,0,0
Association,0,0
Chicken,1,0
pecking,0,0
My,0,0
BATIMENT,0,0
INHABITABLE,1,0
complimentary,0,0
hacky,0,0
aerobic,0,0
Davey,0,0
sponsor,0,0
motorcycling,0,0
uncooked,0,0
beading,0,0
gunshots,1,0
pressured,0,0
sacked,0,0
Lombardi,0,0
fro,0,0
flimsy,0,0
Lanterns,1,0
SpiderMan,0,0
preaching,0,0
capitol,0,0
eyese,0,0
paralympics,0,0
Animaniacs,0,0
receded,0,0
hairline,1,0
teetering,0,0
reveal,0,0
CAFE,1,0
EXPRESS,0,0
pasting,0,0
hue,0,0
Lollapalooza,0,0
soakers,0,0
listened,0,0
tribes,0,0
Lyrica,0,0
streched,0,0
Monarch,0,0
Nanny,0,0
sledders,0,0
Iraqi,0,0
kilted,0,0
mulching,0,0
Immigration,1,0
midstride,0,0
anatomy,0,0
medatative,0,0
peacoat,1,0
crocodiles,0,0
wildebeest,0,0
Saturday,0,0
DBS,1,0
saree,1,0
paging,0,0
landform,0,0
compressor,0,0
unitards,0,0
Salmon,1,0
cedar,3,0
Koffee,0,0
headboard,1,0
obsured,0,0
counterpart,0,0
abseiling,0,0
latticed,0,0
brunettes,4,0
Fine,0,0
synchronizing,0,0
recitals,0,0
masters,1,0
massaging,0,0
bicep,0,0
showcasing,0,0
PCS,0,0
edits,0,0
Violoncelli,0,0
daft,0,0
dogpile,0,0
quirky,0,0
youn,0,0
smacker,0,0
artificially,0,0
Pug,0,0
bareback,0,0
bugle,0,0
Sparks,5,0
welded,0,0
archaeological,0,0
marvelous,0,0
teasing,0,0
stirrups,0,0
voice,0,0
gains,0,0
retrives,0,0
coiling,0,0
utilities,1,0
Lively,0,0
Approximate,0,0
poof,0,0
croc,0,0
interrupt,0,0
blazes,0,0
kippah,0,0
circling,0,0
Slender,0,0
302,0,0
Carnhart,0,0
lightning,0,0
g,0,0
Snowboarding,0,0
mildly,0,0
Workman,3,0
Fawkes,0,0
shear,0,0
FELA,0,0
Scrunching,0,0
tricking,0,0
Yorkers,1,0
disperse,0,0
infielder,0,0
..,0,0
underhand,0,0
shiner,0,0
Gandhi,0,0
Mystery,0,0
lampost,1,0
transfer,0,0
Covent,0,0
consumer,0,0
porpoise,0,0
3443,1,1
Alessi,0,0
Strippers,0,0
crunches,0,0
colosseum,0,0
telephoto,0,0
pedicycle,0,0
midriffed,0,0
Taj,0,0
Palace,2,0
alls,0,0
hankerchief,0,0
purplish,0,0
grille,1,0
lubricates,0,0
stab,0,0
lure,0,0
bifocals,1,0
intriguing,0,0
california,0,0
gumball,0,0
Casterol,0,0
branding,0,0
hers,0,0
esteemed,0,0
bison,0,0
WE,0,0
DEMANDING,0,0
Craftsman,3,0
Mitsubishi,1,0
impossibly,0,0
Bluetooth,0,0
bayonets,2,0
tunnels,0,0
mary,0,0
acoustics,0,0
paced,0,0
fisher,0,0
Photos,0,0
scrubbers,2,0
snowshoe,2,0
groves,0,0
pines,1,0
minutes,1,0
Louisville,0,0
Puppy,2,0
prescription,0,0
please,0,0
Drake,0,0
.An,0,0
midsection,0,0
51,0,0
Hood,2,0
apprentice,0,0
aft,0,0
lumpy,0,0
Patrol,0,0
zen,0,0
aviators,1,0
stoppage,0,0
submissive,0,0
smithing,0,0
Laundromat,0,0
trumpeter,0,0
flexes,0,0
biceps,0,0
Pedestrian,3,0
entranced,0,0
newsworthy,0,0
Produce,0,0
lesbian,1,0
Coldwell,0,0
Banker,0,0
Battalion,0,0
sarcastic,0,0
attitude,0,0
homeland,0,0
wearubg,0,0
cancelling,0,0
warns,0,0
brandishes,0,0
bmxer,0,0
minutemen,0,0
Izod,0,0
windowed,0,0
vocals,0,0
schoolyard,0,0
confederate,0,0
steap,0,0
allude,0,0
concealing,0,0
scrawled,0,0
clamps,2,0
MoonBounce,0,0
Which,0,0
L'Oreal,0,0
playes,0,0
stringless,0,0
ketchup,2,0
fribee,0,0
timberline,0,0
climing,0,0
athletically,0,0
bimmed,0,0
finely,0,0
Hispanics,0,0
scissor,0,0
sliced,1,0
detect,0,0
challange,0,0
gassing,0,0
bombers,0,0
recreate,0,0
requiring,0,0
stiars,0,0
rearview,1,0
Dole,0,0
warn,0,0
warplane,0,0
Mastif,0,0
banded,0,0
valleys,0,0
glvoes,1,0
clarity,0,0
yearly,0,0
Classics,0,0
council,0,0
hairclips,0,0
winking,0,0
LL,0,0
Bean,0,0
ripple,0,0
flagger,0,0
berlin,0,0
kathmandu,0,0
shuttle,0,0
repel,0,0
footage,0,0
traders,0,0
audiences,1,0
interests,0,0
Support,0,0
Your,1,0
Brewery,0,0
centerpieces,0,0
minister,1,0
marries,0,0
mountaineering,0,0
wresting,0,0
.p,0,0
Pushing,0,0
Tribal,0,0
undersea,0,0
bushels,0,0
torii,0,0
scouring,0,0
Jasmine,3,0
scenes,0,0
bulldozing,0,0
KILL,0,0
Mockingbird,0,0
flamethrower,0,0
SOme,0,0
Hansa,0,0
competitions,0,0
Grain,0,0
Folie,0,0
stripey,0,0
wringing,0,0
closeout,0,0
Astro,0,0
Bad,0,0
Religion,0,0
spash,0,0
hotels,1,0
fleeing,0,0
slumps,0,0
posture,1,0
ward,0,0
Grinning,0,0
Fred,0,0
Diesel,0,0
Machu,1,0
Picchu,0,0
Thee,0,0
claus,0,0
startles,0,0
gibbous,0,0
leak,0,0
fermentation,0,0
Polaroid,0,0
Excavation,0,0
paragraphs,1,0
renovation,0,0
hods,0,0
wonderment,0,0
listed,0,0
Petronas,0,0
Kuala,0,0
Lumpar,0,0
aids,0,0
Finley,0,0
outwear,1,0
Fall,0,0
doorways,0,0
Ballet,0,0
multiracial,0,0
panini,0,0
bartending,0,0
keffiyahs,1,0
laser,0,0
lecturers,1,0
trowel,0,0
Those,0,0
blame,0,0
hypocrites,1,0
Hooded,0,0
backdoor,0,0
hairs,1,0
teacup,0,0
Rafters,1,0
